region,facility_name,facility_type,ownership,source,longitude,latitude
Waqooyi Galbeed,Geed Ballaadh Health Post,Health Post,MoHL,GPS,43.43167,9.48466
Waqooyi Galbeed,Geed Deeble Health Post,Health Post,MoHL,GPS,43.972698,9.74732
Waqooyi Galbeed,Geed Diqsi Health Post,Health Post,MoHL,GPS,43.41811,9.82832
Waqooyi Galbeed,Gumar Health Post,Health Post,MoHL,GPS,43.916297,9.109011
Waqooyi Galbeed,Gumbura Health Post,Health Post,MoHL,GPS,44.099998,9.1173
Waqooyi Galbeed,Hargeisa Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,44.06678,9.559765
Waqooyi Galbeed,Hargeisa Group Hospital,Hospital,MoHL,GPS,44.066723,9.559562
Waqooyi Galbeed,Hawadle Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,44.0667,9.559567
Waqooyi Galbeed,Horahaadley Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,GPS,44.031899,9.87758
Waqooyi Galbeed,Iftin Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,44.066723,9.559561
Waqooyi Galbeed,Ijaara Health Post,Health Post,NA,GPS,43.62887,9.58355
Waqooyi Galbeed,Ilkawayne Health Post,Health Post,NA,GPS,43.40156,9.68931
Waqooyi Galbeed,Ilmo Deddo Health Post,Health Post,NA,GPS,43.4626,9.75454
Waqooyi Galbeed,Jamo-Laye Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,45.02152,10.4427
Waqooyi Galbeed,Kalabaydh Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,43.47616,9.67131
Waqooyi Galbeed,Laaya Health Post,Health Post,NA,GPS,43.58801,9.50074
Waqooyi Galbeed,Lafa-Rug Health Post,Health Post,MoHL,Other,45.120132,10.145527
Waqooyi Galbeed,Laso-Dacawo Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,44.98405,10.05142
Waqooyi Galbeed,Mandhera Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,44.711391,9.899856
Waqooyi Galbeed,Max'D Axmed Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,GPS,44.0667,9.559571
Waqooyi Galbeed,Mohamed Moge Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,44.0667,9.559568
Waqooyi Galbeed,Qool Buulale Health Post,Health Post,MoHL,GPS,44.400674,8.873327
Waqooyi Galbeed,Sahardid Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Google Earth,44.06723,9.557579
Waqooyi Galbeed,Salahley Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,44.20228,9.02686
Waqooyi Galbeed,Sayla Bari Health Post,Health Post,MoHL,GPS,44.1703,9.17361
Waqooyi Galbeed,Sheikh Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,45.005921,10.435016
Waqooyi Galbeed,Sheikh Nur Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,44.06678,9.559762
Waqooyi Galbeed,Taysa Health Post,Health Post,NA,GPS,43.6726,9.5674
Waqooyi Galbeed,Tog-Wajale Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,43.33628,9.60238
Waqooyi Galbeed,Xidhinta Health Post,Health Post,NA,GPS,43.732,9.5463
Waqooyi Galbeed,Xoorey Health Post,Health Post,MoHL,GPS,43.622398,9.67681
